dttm,lobby_id,ticket_num,type_of_passage
2020-02-01T05:31:03,201,5254651,0
2020-02-01T05:31:57,2027,5254654,0
2020-02-01T05:31:46,153,5254655,0
2020-02-01T05:32:46,38,5254661,0
2020-02-01T05:33:01,231,2381935,0
2020-02-01T05:33:15,2117,5254665,0
2020-02-01T05:33:27,2132,4958958,0
2020-02-01T05:32:59,29,5066448,0
2020-02-01T05:33:47,72,5254672,0
2020-02-01T05:34:02,43,3217638,0
2020-02-01T05:34:07,41,5102888,0
2020-02-01T05:34:12,2101,2925690,0
2020-02-01T05:34:31,267,2714188,0
2020-02-01T05:34:28,2196,564873,0
2020-02-01T05:34:29,258,2990326,0
2020-02-01T05:34:45,190,5216443,0
2020-02-01T05:34:58,2027,4955557,0
2020-02-01T05:34:58,198,1752954,0
2020-02-01T05:35:06,2027,5254680,0
2020-02-01T05:35:06,303,4586486,0
2020-02-01T05:35:46,2027,4586549,0
2020-02-01T05:35:45,119,4590012,0
2020-02-01T05:33:10,410,1070006683,0
2020-02-01T05:33:30,410,29033829,0
2020-02-01T05:33:37,410,15636773,0
2020-02-01T05:33:16,2014,29361626,0
2020-02-01T05:33:13,396,15481356,0
2020-02-01T05:33:24,418,14942125,0
2020-02-01T05:33:37,418,3951829001,0
2020-02-01T05:33:24,418,12472777,0
2020-02-01T05:33:27,418,3079740201,0
2020-02-01T05:33:22,418,3951389607,0
2020-02-01T05:33:20,220,13965422,0
2020-02-01T05:33:28,220,14194276,0
2020-02-01T05:33:02,346,3932025307,0
2020-02-01T05:33:16,44,3951665387,0
2020-02-01T05:33:39,44,11506805,0
2020-02-01T05:33:57,44,3986654879,0
2020-02-01T05:33:59,44,3097324294,0
2020-02-01T05:33:47,44,1618083355,0
2020-02-01T05:33:52,44,21834304,0
2020-02-01T05:33:26,421,10547941,0
2020-02-01T05:33:09,115,26726642,0
2020-02-01T05:33:07,217,15793028,0
2020-02-01T05:34:56,29,4897511,0
2020-02-01T05:35:40,153,5254687,0
2020-02-01T05:36:17,2027,1968849,0
2020-02-01T05:36:21,130,5177893,0
2020-02-01T05:36:31,198,5254696,0
2020-02-01T05:40:02,2093,2836301,0
2020-02-01T05:36:24,153,5254701,0
2020-02-01T05:36:58,2027,5254705,0
2020-02-01T05:36:56,153,2926526,0
2020-02-01T05:37:23,2239,5107632,0
2020-02-01T05:37:34,195,4592411,0
2020-02-01T05:37:38,201,5254682,0
2020-02-01T05:33:50,55,8392951,0
2020-02-01T05:35:01,259,27079891,0
2020-02-01T05:35:03,259,3951075014,0
2020-02-01T05:35:27,259,28523021,0
2020-02-01T05:35:32,259,2821299,0
2020-02-01T05:34:42,259,10876210,0
2020-02-01T05:35:14,393,19740580,0
2020-02-01T05:34:26,217,19200264,0
2020-02-01T05:35:39,313,9063521,0
2020-02-01T05:34:30,217,13042559,0
2020-02-01T05:36:00,313,28031627,0
2020-02-01T05:34:37,217,3992805878,0
2020-02-01T05:35:24,217,3074967274,0
2020-02-01T05:35:17,217,21637702,0
2020-02-01T05:35:21,217,3074967275,0
2020-02-01T05:35:28,217,12918998,0
2020-02-01T05:35:23,205,28894097,0
2020-02-01T05:34:59,191,1618143853,0
2020-02-01T05:35:30,190,3105459699,0
2020-02-01T05:35:06,191,6302191,0
2020-02-01T05:36:09,190,13931021,0
2020-02-01T05:36:10,190,3022687,0
2020-02-01T05:36:23,190,8631380,0
2020-02-01T05:34:34,1002,22342126,0
2020-02-01T05:34:41,1002,10957579,0
2020-02-01T05:35:04,1002,12866973,0
2020-02-01T05:34:45,1002,22007400,0
2020-02-01T05:35:20,23,3097178758,0
2020-02-01T05:35:29,1002,3105548731,0
2020-02-01T05:35:50,23,3097178760,0
2020-02-01T05:36:27,23,3097178761,0
2020-02-01T05:35:20,211,15606799,0
2020-02-01T05:35:39,211,12118350,0
2020-02-01T05:35:45,211,3077665318,0
2020-02-01T05:35:22,1002,3105548749,0
2020-02-01T05:35:42,211,3068115949,0
2020-02-01T05:34:50,35,27105496,0
2020-02-01T05:35:41,35,3051076953,0
2020-02-01T05:35:52,211,18930253,0
2020-02-01T05:36:04,159,18129857,0
2020-02-01T05:35:33,282,16015573,0
2020-02-01T05:36:01,2085,16579284,0
2020-02-01T05:32:25,2013,3083836613,0
2020-02-01T05:35:30,300,18230414,0
2020-02-01T05:35:54,2213,3102422306,0
2020-02-01T05:35:48,300,15767934,0
2020-02-01T05:35:51,2213,28212341,0
2020-02-01T05:35:53,300,13145110,0
2020-02-01T05:34:39,2212,3986389089,1
2020-02-01T05:35:46,61,14029778,0
2020-02-01T05:35:33,184,22905774,0
2020-02-01T05:36:01,61,5998443,0
2020-02-01T05:34:57,2212,21951453,0
2020-02-01T05:35:25,2074,3931595845,0
2020-02-01T05:35:57,372,23667250,0
2020-02-01T05:36:04,372,23667250,0
2020-02-01T05:35:12,282,29023014,0
2020-02-01T05:36:02,372,28133632,0
2020-02-01T05:33:11,2260,2141389,0
2020-02-01T05:35:24,352,16626948,0
2020-02-01T05:36:15,372,27642000,0
2020-02-01T05:35:28,352,2827427,0
2020-02-01T05:36:00,352,13134546,0
2020-02-01T05:34:36,2260,24630998,0
2020-02-01T05:36:00,2260,26218136,0
2020-02-01T05:35:42,207,16783457,0
2020-02-01T05:35:32,418,6177639,0
2020-02-01T05:33:50,2229,3082288886,0
2020-02-01T05:34:54,2229,10611100,0
2020-02-01T05:35:26,394,60021693,0
2020-02-01T05:35:45,381,3085638359,0
2020-02-01T05:35:45,394,15918431,0
2020-02-01T05:32:55,2243,14031162,0
2020-02-01T05:35:26,272,9814107,0
2020-02-01T05:34:26,2243,15085042,0
2020-02-01T05:35:25,190,9668490,0
2020-02-01T05:35:28,2243,16976985,0
2020-02-01T05:35:41,264,14741991,0
2020-02-01T05:35:50,38,3951580468,0
2020-02-01T05:34:47,366,28157548,0
2020-02-01T05:35:33,188,26759354,0
2020-02-01T05:35:22,366,18645438,0
2020-02-01T05:35:30,391,15148248,0
2020-02-01T05:35:33,276,26108392,0
2020-02-01T05:38:17,2234,16954143,0
2020-02-01T05:34:19,153,5715085,0
2020-02-01T05:37:48,75,3102594796,0
2020-02-01T05:38:20,75,3097080322,0
2020-02-01T05:38:22,2234,12695002,0
2020-02-01T05:34:23,153,27956408,0
2020-02-01T05:34:27,153,16838230,0
2020-02-01T05:38:30,75,3097080323,0
2020-02-01T05:38:48,75,3102594795,0
2020-02-01T05:34:28,153,3074992653,0
2020-02-01T05:34:33,153,6515059,0
2020-02-01T05:38:13,288,28803366,0
2020-02-01T05:38:06,2134,16221683,0
2020-02-01T05:34:38,153,3074992819,0
2020-02-01T05:38:39,2134,20405781,0
2020-02-01T05:34:44,153,18322779,0
2020-02-01T05:34:40,153,15600944,0
2020-02-01T05:38:14,284,13319737,0
2020-02-01T05:38:17,220,3096385015,0
2020-02-01T05:34:36,153,13494281,0
2020-02-01T05:38:38,288,3951213120,0
2020-02-01T05:38:40,288,3111814196,0
2020-02-01T05:37:50,115,10731134,0
2020-02-01T05:34:45,153,21376570,0
2020-02-01T05:34:52,153,6021597,0
2020-02-01T05:38:26,220,2837494,0
2020-02-01T05:38:35,220,6968221,0
2020-02-01T05:38:03,115,13798759,0
2020-02-01T05:34:47,153,16831957,0
2020-02-01T05:38:43,220,6699789,0
2020-02-01T05:34:59,153,18742711,0
2020-02-01T05:38:09,396,6655684,0
2020-02-01T05:38:44,115,26017684,0
2020-02-01T05:35:05,153,18742711,0
2020-02-01T05:38:31,115,3951648620,0
2020-02-01T05:34:54,153,18322779,0
2020-02-01T05:38:44,396,11171594,0
2020-02-01T05:34:59,153,3110970597,0
2020-02-01T05:35:02,153,3074992736,0
2020-02-01T05:37:53,288,14584055,0
2020-02-01T05:37:58,288,3103071642,0
2020-02-01T05:38:25,288,11519606,0
2020-02-01T05:35:05,153,3101699398,0
2020-02-01T05:38:04,288,3111812497,0
2020-02-01T05:35:10,153,760388,0
2020-02-01T05:38:10,288,3103071641,0
2020-02-01T05:35:06,153,6108034,0
2020-02-01T05:35:10,153,19237894,0
2020-02-01T05:38:19,288,21120070,0
2020-02-01T05:38:27,288,11331461,0
2020-02-01T05:38:43,36,3092227419,0
2020-02-01T05:38:32,288,3103071638,0
2020-02-01T05:38:31,288,3103071643,0
2020-02-01T05:35:14,153,19277326,0
2020-02-01T05:35:18,153,3101703350,0
2020-02-01T05:35:10,153,17240079,0
2020-02-01T05:38:39,288,3103071638,0
2020-02-01T05:38:49,288,3103532001,0
2020-02-01T05:35:15,153,19461486,0
2020-02-01T05:38:23,276,28195237,0
2020-02-01T05:38:24,276,3951623058,0
2020-02-01T05:35:21,153,26921647,0
2020-02-01T05:38:32,1005,16424656,0
2020-02-01T05:35:18,153,3101703857,0
2020-02-01T05:38:29,276,13247175,0
2020-02-01T05:38:38,322,22747257,0
2020-02-01T05:38:35,276,16130435,0
2020-02-01T05:38:22,130,23784445,0
2020-02-01T05:38:54,130,27092015,0
2020-02-01T05:38:02,26,3129351,0
2020-02-01T05:38:34,26,12513791,0
2020-02-01T05:39:07,130,15408812,0
2020-02-01T05:35:30,153,27249830,0
2020-02-01T05:38:51,276,14928772,0
2020-02-01T05:35:24,153,12677993,0
2020-02-01T05:38:20,312,12614689,0
2020-02-01T05:35:29,153,21376570,0
2020-02-01T05:38:52,276,19548197,0
2020-02-01T05:35:35,153,22536151,0
2020-02-01T05:38:28,112,22887991,0
2020-02-01T05:38:15,318,6544427,0
2020-02-01T05:38:42,318,26086089,0
2020-02-01T05:38:26,318,14888803,0
2020-02-01T05:35:46,153,3101699396,0
2020-02-01T05:35:36,153,21240348,0
2020-02-01T05:38:59,318,22034123,0
2020-02-01T05:35:43,153,21745828,0
2020-02-01T05:38:35,312,14497552,0
2020-02-01T05:35:47,153,12179928,0
2020-02-01T05:35:52,153,13575852,0
2020-02-01T05:38:10,147,26064081,0
2020-02-01T05:38:32,345,15455941,0
2020-02-01T05:35:46,153,3101699448,0
2020-02-01T05:36:00,153,3101699448,0
2020-02-01T05:35:56,153,22710208,0
2020-02-01T05:37:49,2034,22996061,0
2020-02-01T05:36:01,153,28170074,0
2020-02-01T05:37:54,2034,7268563,0
2020-02-01T05:36:06,153,28170074,0
2020-02-01T05:36:10,153,11268642,0
2020-02-01T05:38:53,345,7338200,0
2020-02-01T05:37:57,2034,21906953,0
2020-02-01T05:36:15,153,20843436,0
2020-02-01T05:37:54,2034,23886872,0
2020-02-01T05:38:43,368,21646461,0
2020-02-01T05:37:58,2034,23891305,0
2020-02-01T05:38:42,23,3097178763,0
2020-02-01T05:38:07,81,24352504,1
2020-02-01T05:36:18,153,3074992820,0
2020-02-01T05:38:04,2034,21907076,0
2020-02-01T05:36:31,153,3101695632,0
2020-02-01T05:38:09,2034,23894979,0
2020-02-01T05:38:14,2034,23891283,0
2020-02-01T05:38:09,213,21759755,0
2020-02-01T05:38:25,410,20119606,0
2020-02-01T05:38:15,213,22690302,0
2020-02-01T05:38:14,2109,18455833,0
2020-02-01T05:36:19,153,4894031,0
2020-02-01T05:38:02,2034,23889544,0
2020-02-01T05:38:36,2109,2020284365,0
2020-02-01T05:39:25,23,3097178764,0
2020-02-01T05:37:59,2034,22996113,0
2020-02-01T05:38:10,2034,21287247,0
2020-02-01T05:38:17,2034,21902519,0
2020-02-01T05:38:20,348,15361689,0
2020-02-01T05:36:30,153,3101705149,0
2020-02-01T05:38:15,2034,21900529,0
2020-02-01T05:36:36,153,13251738,0
2020-02-01T05:38:25,2034,23001324,0
2020-02-01T05:36:27,153,3101699395,0
2020-02-01T05:36:36,153,5643974,0
2020-02-01T05:38:41,348,3091441915,0
2020-02-01T05:38:50,348,4115038,0
2020-02-01T05:36:41,153,3101699394,0
2020-02-01T05:38:54,44,14377775,0
2020-02-01T05:36:35,153,5352223,0
2020-02-01T05:38:41,413,13044550,0
2020-02-01T05:36:40,153,28533051,0
2020-02-01T05:36:46,153,4957099,0
2020-02-01T05:38:17,380,17045769,0
2020-02-01T05:38:24,1002,3105548744,0
2020-02-01T05:38:37,44,2318138061,0
2020-02-01T05:38:20,2034,23886928,0
2020-02-01T05:38:33,41,60077898,0
2020-02-01T05:38:46,44,29444158,0
2020-02-01T05:38:25,2034,3941128630,0
2020-02-01T05:38:37,44,2318163024,0
2020-02-01T05:38:53,44,5258094,0
2020-02-01T05:37:59,336,11286378,0
2020-02-01T05:39:00,44,27993655,0
2020-02-01T05:38:47,376,20798973,0
2020-02-01T05:38:55,44,3996167733,0
2020-02-01T05:38:37,2034,10981940,0
2020-02-01T05:39:24,44,21260137,0
2020-02-01T05:38:27,2034,3093592714,0
2020-02-01T05:36:42,153,3931051164,0
2020-02-01T05:38:33,2034,23000318,0
2020-02-01T05:38:47,38,3110898571,0
2020-02-01T05:36:55,153,3110970859,0
2020-02-01T05:38:08,397,3096815175,0
2020-02-01T05:38:20,113,3096491120,0
2020-02-01T05:38:02,157,19633294,0
2020-02-01T05:38:32,191,9339566,0
2020-02-01T05:38:15,270,4377015,0
2020-02-01T05:38:25,2034,23886776,0
2020-02-01T05:38:49,38,3110898570,0
2020-02-01T05:38:00,187,22996990,0
2020-02-01T05:38:25,187,16949600,0
2020-02-01T05:36:36,153,3074940074,0
2020-02-01T05:38:31,2034,23001279,0
2020-02-01T05:38:37,2034,22996151,0
2020-02-01T05:38:38,421,5340087,0
2020-02-01T05:38:35,421,17023561,0
2020-02-01T05:36:40,153,12740942,0
2020-02-01T05:36:43,153,6912118,0
2020-02-01T05:38:49,132,2319109021,0
2020-02-01T05:38:31,103,3919830,0
2020-02-01T05:38:35,2185,3951121476,0
2020-02-01T05:38:46,2034,23889748,0
2020-02-01T05:39:17,2185,26542327,0
2020-02-01T05:38:40,2034,27383931,0
2020-02-01T05:38:51,2034,21902920,0
2020-02-01T05:38:17,366,15169641,0
2020-02-01T05:03:51,397,20897232,0
2020-02-01T05:13:48,2035,1360000817,0
2020-02-01T05:20:44,358,4265242,0
2020-02-01T05:20:30,220,28813580,0
2020-02-01T05:28:32,366,15511002,0
2020-02-01T05:28:36,366,13621766,0
2020-02-01T05:28:28,366,3951495434,0
2020-02-01T05:28:20,2142,16273893,0
2020-02-01T05:28:27,364,6178163,0
2020-02-01T05:28:31,364,6979416,0
2020-02-01T05:28:41,364,26749091,0
2020-02-01T05:28:44,364,8815577,0
2020-02-01T05:29:23,2043,9070594,0
2020-02-01T05:29:22,2043,1470020212,0
2020-02-01T05:31:48,2093,16418695,0
2020-02-01T05:32:12,2093,3080089047,0
2020-02-01T05:31:57,2093,7074845,0
2020-02-01T05:32:01,2093,6892228,0
2020-02-01T05:31:52,2093,15224527,0
2020-02-01T05:31:48,2093,15523228,0
2020-02-01T05:31:53,2093,7669707,0
2020-02-01T05:31:57,2093,15702834,0
2020-02-01T05:32:08,2093,23369358,0
2020-02-01T05:31:56,2093,6387587,0
2020-02-01T05:32:00,2093,12991680,0
2020-02-01T05:32:05,2093,3951082494,0
2020-02-01T05:32:09,2093,3012890,0
2020-02-01T05:31:58,2093,3090520803,0
2020-02-01T05:32:02,2093,3022498035,0
2020-02-01T05:32:08,2093,12959157,0
2020-02-01T05:32:06,2093,23600332,0
2020-02-01T05:31:54,2093,5963925,0
2020-02-01T05:32:05,2093,643374,0
2020-02-01T05:32:16,2093,16517940,0
2020-02-01T05:31:58,2093,3080089040,0
2020-02-01T05:32:03,2093,3080089040,0
2020-02-01T05:32:27,2093,3080089043,0
2020-02-01T05:32:07,2093,3075080549,0
2020-02-01T05:32:11,2093,20657054,0
2020-02-01T05:32:16,2093,3080089041,0
2020-02-01T05:32:24,2093,3021844298,0
2020-02-01T05:32:03,2093,14900394,0
2020-02-01T05:32:07,2093,20444476,0
2020-02-01T05:32:13,2093,5751814,0
2020-02-01T05:32:21,2093,17022322,0
2020-02-01T05:32:26,2093,26750634,0
2020-02-01T05:32:07,2093,14244473,0
2020-02-01T05:32:20,2093,10148021,0
2020-02-01T05:32:25,2093,24531950,0
2020-02-01T05:32:30,2093,15619228,0
2020-02-01T05:32:40,2093,9606067,0
2020-02-01T05:32:25,2093,3075080767,0
2020-02-01T05:32:31,2093,3931601277,0
2020-02-01T05:32:24,2093,23807063,0
2020-02-01T05:29:18,416,6889174,0
2020-02-01T05:29:07,416,16719727,0
2020-02-01T05:29:11,416,6575669,0
2020-02-01T05:29:19,340,13502140,0
2020-02-01T05:29:22,340,17136476,0
2020-02-01T05:29:24,340,23675095,0
2020-02-01T05:29:25,340,29138538,0
2020-02-01T05:29:39,340,22389725,0
2020-02-01T05:32:32,2093,16152455,0
2020-02-01T05:32:26,2093,18794649,0
2020-02-01T05:30:05,169,15508986,0
2020-02-01T05:30:04,169,762932,0
2020-02-01T05:30:08,169,29195961,0
2020-02-01T05:30:05,169,3951642627,0
2020-02-01T05:30:30,169,20358108,0
2020-02-01T05:30:17,169,23994768,0
2020-02-01T05:30:28,169,20391852,0
2020-02-01T05:32:33,2093,3075080550,0
2020-02-01T05:32:19,2093,15091876,0
2020-02-01T05:32:22,2093,3075052100,0
2020-02-01T05:32:48,2093,3951448482,0
2020-02-01T05:32:32,2093,26750634,0
2020-02-01T05:32:36,2093,16427992,0
2020-02-01T05:32:46,2093,3080089048,0
2020-02-01T05:32:47,2093,3080089045,0
2020-02-01T05:32:53,2093,3080089050,0
2020-02-01T05:32:45,2093,9606067,0
2020-02-01T05:32:53,2093,26179872,0
2020-02-01T05:32:37,2093,7542035,0
2020-02-01T05:32:40,2093,3080089042,0
2020-02-01T05:33:01,2093,13835192,0
2020-02-01T05:33:01,2093,28141071,0
2020-02-01T05:33:08,2093,15398255,0
2020-02-01T05:33:15,2093,14001449,0
2020-02-01T05:33:02,2093,3080089046,0
2020-02-01T05:33:17,2093,2933445,0
2020-02-01T05:33:17,2093,7998338,0
2020-02-01T05:33:36,2093,3080087100,0
2020-02-01T05:33:17,2093,21114302,0
2020-02-01T05:30:21,229,13194965,0
2020-02-01T05:30:20,2157,3951207107,0
2020-02-01T05:29:51,27,15514011,0
2020-02-01T05:30:02,27,28511492,0
2020-02-01T05:30:22,2091,18043197,0
2020-02-01T05:30:21,330,17180046,0
2020-02-01T05:30:06,84,17008020,0
2020-02-01T05:30:20,343,12460132,0
2020-02-01T05:30:13,2236,24673053,0
2020-02-01T05:30:14,334,92003,0
2020-02-01T05:30:18,334,26677614,0
2020-02-01T05:30:04,334,27355923,0
2020-02-01T05:30:12,334,19380831,0
2020-02-01T05:30:25,334,15345393,0
2020-02-01T05:30:18,334,29376289,0
2020-02-01T05:30:23,334,15693939,0
2020-02-01T05:30:30,229,14779774,0
2020-02-01T05:30:21,229,5999739,0
2020-02-01T05:30:17,229,20697231,0
2020-02-01T05:30:20,229,15999638,0
2020-02-01T05:30:25,229,70082341,0
2020-02-01T05:30:24,229,29430148,0
2020-02-01T05:30:31,229,394498,0
2020-02-01T05:30:16,256,20499715,0
2020-02-01T05:30:11,256,12882167,0
2020-02-01T05:30:04,2091,22079044,0
2020-02-01T05:30:05,172,60058932,0
2020-02-01T05:30:07,386,15640734,0
2020-02-01T05:30:18,386,15904973,0
2020-02-01T05:30:25,386,3883115,0
2020-02-01T05:30:17,386,21007536,0
2020-02-01T05:30:10,386,14230622,0
2020-02-01T05:30:26,386,325445,0
2020-02-01T05:30:28,386,3951029153,0
2020-02-01T05:30:37,386,2319952,0
2020-02-01T05:30:42,386,13153305,0
2020-02-01T05:30:15,334,29032337,1
2020-02-01T05:30:20,334,6652195,0
2020-02-01T05:29:51,300,14647134,0
2020-02-01T05:30:26,413,29283805,0
2020-02-01T05:29:59,2236,24568942,0
2020-02-01T05:30:53,130,26125762,0
2020-02-01T05:31:06,2150,87745,0
2020-02-01T05:31:05,421,15828322,0
2020-02-01T05:30:57,2236,27145435,0
2020-02-01T05:31:15,2260,10901465,1
2020-02-01T05:31:18,340,23404423,0
2020-02-01T05:31:12,381,15421316,0
2020-02-01T05:31:09,381,29296627,0
2020-02-01T05:30:54,2080,22806636,0
2020-02-01T05:31:15,2080,15755386,0
2020-02-01T05:31:00,2032,9025662,0
2020-02-01T05:31:08,2032,6745315,0
2020-02-01T05:30:42,169,10766103,0
2020-02-01T05:30:51,217,6762857,0
2020-02-01T05:31:07,252,28336869,0
2020-02-01T05:31:02,176,15123667,0
2020-02-01T05:30:53,2074,17098981,0
2020-02-01T05:30:57,2074,11341278,0
2020-02-01T05:31:01,2157,28652402,0
2020-02-01T05:30:58,393,21386862,0
2020-02-01T05:31:14,44,18598301,0
2020-02-01T05:30:58,44,29199838,0
2020-02-01T05:31:02,44,5842016,0
2020-02-01T05:31:04,44,15181635,0
2020-02-01T05:30:57,44,29224896,0
2020-02-01T05:31:02,44,4735021,0
2020-02-01T05:31:07,44,2319052987,0
2020-02-01T05:31:23,44,14451841,0
2020-02-01T05:30:55,44,28608459,0
2020-02-01T05:30:42,188,15326079,0
2020-02-01T05:31:07,296,3833174,0
2020-02-01T05:30:57,44,23041800,0
2020-02-01T05:33:32,2093,3080089049,0
2020-02-01T05:30:52,38,1619030535,0
2020-02-01T05:30:57,38,14068897,0
2020-02-01T05:30:59,300,16671613,0
2020-02-01T05:31:24,2212,3986658649,0
2020-02-01T05:30:46,218,5215795,0
2020-02-01T05:31:13,106,1360000100,0
2020-02-01T05:30:39,193,14545940,0
2020-02-01T05:30:50,193,9601407,0
2020-02-01T05:30:51,193,24777280,1
2020-02-01T05:30:57,193,26561051,0
2020-02-01T05:31:12,193,12126763,0
2020-02-01T05:31:09,193,12295461,0
2020-02-01T05:30:51,193,6623238,0
2020-02-01T05:31:03,38,1619129923,0
2020-02-01T05:31:19,38,20872156,0
2020-02-01T05:33:46,318,1986957,0
2020-02-01T05:30:13,2207,19332023,0
2020-02-01T05:30:19,237,23469579,0
2020-02-01T05:30:12,237,12482435,1
2020-02-01T05:30:24,237,16429062,0
2020-02-01T05:30:29,237,21451859,0
2020-02-01T05:30:51,237,2718010507,0
2020-02-01T05:27:12,2201,3071322082,0
2020-02-01T05:27:17,2201,3083176800,0
2020-02-01T05:28:07,2201,8784473,0
2020-02-01T05:28:54,2201,12513271,0
2020-02-01T05:28:57,2201,22190536,0
2020-02-01T05:29:57,2201,6075085,0
2020-02-01T05:29:59,2201,12092535,0
2020-02-01T05:29:17,29,12749202,0
2020-02-01T05:30:02,29,29142022,0
2020-02-01T05:31:06,29,6562533,0
2020-02-01T05:29:25,73,4182901,0
2020-02-01T05:30:15,73,15111063,0
2020-02-01T05:30:04,73,29327806,0
2020-02-01T05:30:16,73,4275430,0
2020-02-01T05:30:27,73,29273438,0
2020-02-01T05:27:45,362,9435459,0
2020-02-01T05:27:42,362,13751887,0
2020-02-01T05:28:07,362,3041766,0
2020-02-01T05:29:22,362,3996152271,0
2020-02-01T05:29:17,362,16554405,0
2020-02-01T05:29:37,362,77046,0
2020-02-01T05:30:17,362,13112569,0
2020-02-01T05:30:54,362,868784,1
2020-02-01T05:31:02,362,3986416052,1
2020-02-01T05:30:54,362,16967513,0
2020-02-01T05:30:56,362,5749208,1
2020-02-01T05:31:12,362,3986067845,0
2020-02-01T05:31:09,362,7010806,0
2020-02-01T05:31:31,362,16731645,0
2020-02-01T05:31:47,362,22316576,1
2020-02-01T05:31:46,362,23804860,0
2020-02-01T05:30:08,2129,3951015505,0
2020-02-01T05:29:53,2129,23177817,0
2020-02-01T05:29:59,2129,29112709,0
2020-02-01T05:30:16,2129,3932011650,0
2020-02-01T05:30:32,2129,2079567,0
2020-02-01T05:31:01,2129,18779779,0
2020-02-01T05:30:21,237,9360644,1
2020-02-01T05:30:27,237,16714365,0
2020-02-01T05:30:17,237,10954098,0
2020-02-01T05:30:23,237,4732888,0
2020-02-01T05:30:25,237,3986563423,0
2020-02-01T05:30:31,237,14161731,0
2020-02-01T05:30:35,237,6509732,0
2020-02-01T05:30:36,237,16123559,0
2020-02-01T05:30:38,237,12260840,0
2020-02-01T05:30:43,237,29360754,0
2020-02-01T05:30:49,237,9893524,0
2020-02-01T05:30:34,237,6849288,0
2020-02-01T05:30:49,237,2318151375,0
2020-02-01T05:31:00,237,13140863,0
2020-02-01T05:30:30,2086,3076673775,0
2020-02-01T05:32:27,2086,3076673776,0
2020-02-01T05:30:32,2043,3145025,0
2020-02-01T05:30:36,2043,300420,0
2020-02-01T05:30:41,2043,6548896,0
2020-02-01T05:30:50,2043,18849525,0
2020-02-01T05:31:17,2043,21335381,0
2020-02-01T05:31:23,2043,9862211,0
2020-02-01T05:30:44,2166,12607615,0
2020-02-01T05:29:06,2227,9970520,0
2020-02-01T05:29:18,2227,23400950,0
2020-02-01T05:30:05,2227,16001909,0
2020-02-01T05:30:19,2227,3096431841,0
2020-02-01T05:30:48,2227,24605228,0
2020-02-01T05:31:04,2227,9495837,0
2020-02-01T05:31:09,2227,27249064,0
2020-02-01T05:31:12,2227,13121675,0
2020-02-01T05:31:16,2227,21937143,0
2020-02-01T05:31:19,2227,11533844,0
2020-02-01T05:31:05,2227,27620225,0
2020-02-01T05:31:20,2227,25009582,0
2020-02-01T05:31:26,2227,3937354,0
2020-02-01T05:31:30,2227,25009582,0
2020-02-01T05:31:34,2227,13444464,0
2020-02-01T05:31:23,2227,9505227,0
2020-02-01T05:31:27,2227,3096431840,0
2020-02-01T05:31:38,2227,13041495,0
2020-02-01T05:30:59,27,16426073,0
2020-02-01T05:31:35,27,15301103,0
2020-02-01T05:31:08,64,26317087,0
2020-02-01T05:26:50,245,8391184,0
2020-02-01T05:31:16,64,3101470039,0
2020-02-01T05:26:57,245,8391184,0
2020-02-01T05:31:39,64,29370245,0
2020-02-01T05:27:02,245,3102354400,0
2020-02-01T05:31:43,64,4633419,0
2020-02-01T05:27:24,245,22516841,0
2020-02-01T05:32:03,64,6013522,0
2020-02-01T05:28:41,245,3298967,0
2020-02-01T05:29:35,245,26584588,0
2020-02-01T05:30:30,245,18278720,0
2020-02-01T05:31:05,1006,16476505,0
2020-02-01T05:31:29,245,27941258,0
2020-02-01T05:30:46,2219,645811,0
2020-02-01T05:31:10,1006,8063509,0
2020-02-01T05:31:26,2219,27860556,0
2020-02-01T05:31:36,2219,28889794,0
2020-02-01T05:31:31,1006,20845135,0
2020-02-01T05:31:38,1006,27922255,0
2020-02-01T05:29:53,2232,29299915,0
2020-02-01T05:29:45,2232,26256335,0
2020-02-01T05:30:35,2232,26045113,0
2020-02-01T05:30:44,87,26040030,0
2020-02-01T05:31:50,87,16711934,0
2020-02-01T05:31:35,87,16030889,0
2020-02-01T05:30:06,2143,23871494,0
2020-02-01T05:30:30,2143,27902228,0
2020-02-01T05:31:55,2143,28086978,0
2020-02-01T05:31:47,87,11891025,0
2020-02-01T05:26:43,245,3102353002,0
2020-02-01T05:31:10,113,18190463,0
2020-02-01T05:26:58,245,3102353700,0
2020-02-01T05:31:16,113,11480589,0
2020-02-01T05:31:13,113,27914647,0
2020-02-01T05:27:23,245,19697109,0
2020-02-01T05:27:06,245,2319099998,0
2020-02-01T05:27:11,245,24019810,0
2020-02-01T05:31:54,113,5620314,0
2020-02-01T05:27:55,245,2315048566,0
2020-02-01T05:28:13,245,14242239,0
2020-02-01T05:30:58,130,27888549,0
2020-02-01T05:27:49,245,15580828,0
2020-02-01T05:28:16,245,14869802,0
2020-02-01T05:31:02,150,3097177871,0
2020-02-01T05:28:21,245,16892328,0
2020-02-01T05:28:31,245,3102353003,0
2020-02-01T05:28:49,245,24550424,0
2020-02-01T05:30:55,188,12222469,0
2020-02-01T05:28:55,245,24068322,0
2020-02-01T05:31:15,130,23246106,0
2020-02-01T05:28:49,245,3328651,0
2020-02-01T05:30:57,178,270076681,0
2020-02-01T05:29:17,245,26079937,0
2020-02-01T05:29:28,245,3102353699,0
2020-02-01T05:31:12,211,28076966,0
2020-02-01T05:31:24,211,916849,0
